"","1_Exiqon_19715582_S01","1_Exiqon_19715583_S01","1_Exiqon_19715584_S01","1_Exiqon_19715585_S01","1_Exiqon_19715586_S01","1_Exiqon_19715588_S01","1_Exiqon_19715589_S01","1_Exiqon_19715590_S01","1_Exiqon_19715591_S01","1_Exiqon_19715592_S01","1_Exiqon_19715593_S01","1_Exiqon_19715594_S01","1_Exiqon_19715595_S01","1_Exiqon_19715597_S01","1_Exiqon_19715598_S01","1_Exiqon_19715599_S01","1_Exiqon_19715600_S01","1_Exiqon_19715602_S01","1_Exiqon_19715603_S01","1_Exiqon_19715607_S01","1_Exiqon_19715608_S01","1_Exiqon_19715609_S01","1_Exiqon_19715610_S01","1_Exiqon_19715611_S01","1_Exiqon_19715612_S01","1_Exiqon_19715613_S01","1_Exiqon_19715614_S01","1_Exiqon_19715615_S01","1_Exiqon_19715616_S01","1_Exiqon_19715617_S01","1_Exiqon_19715618_S01","1_Exiqon_19715619_S01","1_Exiqon_19715620_S01","1_Exiqon_19715621_S01","1_Exiqon_19715622_S01","1_Exiqon_19715625_S01"
"HIDDEN_28547",6.62520182993339,6.61200800526746,6.56590853357755,6.66236045351546,6.77772499125006,6.80283686834879,6.73919489576674,6.71193710160105,6.72205099194725,6.85526427614894,6.70003189253237,6.84833247574677,6.77984014802261,6.63420235604913,6.6835041124447,6.6517370491319,6.65579156710618,6.66723679970366,6.66548117738319,6.63852334954885,6.64714015744213,6.60677533618177,6.66164700905442,6.73076103926604,6.6640732282774,6.60351721414874,6.72802333707412,6.68335220977236,6.63258546916713,6.67055476547939,6.74461540120141,6.66163989207601,6.66247721542674,6.65963628036659,6.68419714629192,6.72648799845177
"HIDDEN_28624",6.48734363137532,6.4729360219313,6.49853549182716,6.50328612043584,6.59516505742826,6.58531303633221,6.5768551763352,6.57711802120347,6.55294684698187,6.6296564695924,6.55903406447455,6.54731069054411,6.5820047461058,6.51833809306762,6.55989610249608,6.55864911713858,6.51666278749503,6.41304898387062,6.4558754901736,6.44938869278292,6.49723740785678,6.50689904101937,6.49617681785556,6.50965383455437,6.56808944954924,6.52075480428797,6.58070709729022,6.58270261337338,6.49605186649693,6.4879614807748,6.65383266362133,6.52796719805432,6.58554381810524,6.56757493849125,6.57393015233836,6.59713942791739
"HIDDEN_28769",6.31368279157714,6.30023222617735,6.33211914058848,6.35550224652167,6.29875695135659,6.36308495764363,6.40481668061064,6.39535650394857,6.41758161798743,6.4230556944916,6.37755033183524,6.40303763428986,6.3329890616156,6.36544563032606,6.36503250429083,6.35690430372546,6.3321123469138,6.35037401961947,6.3299770120127,6.35749697519589,6.35249808463307,6.34226603817306,6.33598197775256,6.40262547167605,6.42332803418006,6.38862160108419,6.43223132424717,6.42681305205376,6.40513266733114,6.40828105135572,6.49894179647956,6.43488461961561,6.37094750728013,6.39091868209044,6.38946184019612,6.39739274699057
"HIDDEN_28944",8.29585039053675,8.20028305153498,8.10427427219359,8.17266860053345,8.25512704304356,8.21342597408503,8.1779412901845,8.13561393555232,8.03830602592676,8.21413134737876,8.22679273223147,8.20339724607448,8.14947170298782,8.05042953203083,8.14432749987162,8.1013835041344,8.13424750391166,8.10232792899581,8.14949064939284,8.01756850253639,8.0656089675645,8.18187822927514,8.07197588268541,8.07668763386358,8.01516557049053,7.95126054882806,8.09700170131033,8.08453582815004,8.00636592185923,8.00227361845267,8.03921215718012,7.96324842263264,8.11064498119425,8.17179206820926,8.20273103547468,8.23800734738653
"HIDDEN_28979",6.30395404489903,6.31841266412073,6.33047225062828,6.37452714033973,6.33614057383718,6.368873424644,6.42088199726739,6.41678938579336,6.4346197008582,6.46178428570621,6.3833936092418,6.50342251601715,6.35799224856042,6.36042919916037,6.38264275676167,6.40345974077643,6.40753225284934,6.40451416296204,6.29651821659271,6.35744510746069,6.37266980927275,6.33981786640574,6.43088841599201,6.39441670125804,6.53855191328557,6.42700984064745,6.44251888813863,6.44430193143354,6.45656141327195,6.40573813860299,6.52145251153284,6.44888135565767,6.42321812874114,6.41535750862853,6.41906136909446,6.42977315204133
"HIDDEN_29153",6.73201112392537,6.69625962090943,6.68117398549155,6.66304453632949,6.77136370491993,6.7317370918635,6.74689966294019,6.73298076406295,6.73960649771388,6.77673500874705,6.75976499496572,6.79347844318322,6.83106803966793,6.67849773632651,6.68755685493069,6.74775644063294,6.73997748024301,6.69781470569505,6.71200842187794,6.74099387131395,6.73304258165131,6.7210184702381,6.73342249278326,6.71897448726157,6.80529679192357,6.69376504888425,6.7987678933369,6.76886268932278,6.67624691529144,6.66153739981894,6.77266712694334,6.73530612568125,6.72555310762191,6.73158081925307,6.72985762692345,6.75689629629794
"HIDDEN_29650",7.03366722736182,6.91797836790031,6.83139628652471,6.91563779735088,7.13257996203433,7.01266767599678,6.9425266071544,6.84859168975378,6.91584371444142,7.07176978402828,6.90804383485252,7.01221918569711,7.04984304721228,6.75742584394722,6.9293924616188,6.92723120083187,6.89085072507561,6.86096524514404,6.87769067554076,6.76904182662904,6.81533551283909,6.79772464151276,6.71642365890256,6.91527777476788,6.96121115915436,6.82509173282926,7.04755209261857,6.9983358624011,6.86124216537119,6.82579314515422,6.98278297145227,6.82791179306175,6.90758338241153,6.97040432883183,6.99330914802205,7.13835366168683
"HIDDEN_29779",6.2764113507949,6.32943050030023,6.31572008022473,6.32432105824293,6.28753851302601,6.38110464825874,6.41459757972105,6.40470406636495,6.3814012221762,6.42295651257319,6.36247133328571,6.33896567045351,6.32932037418048,6.43209295832318,6.35786788936288,6.3932420363565,6.31925194107444,6.3912213742732,6.31353927383174,6.34310372238094,6.39085994738186,6.36747089314978,6.42498272654177,6.41910983579782,6.46003348002218,6.3720873553643,6.37197292718031,6.49112697456954,6.43867289947491,6.50463707486044,6.50130883201806,6.49773273513934,6.44201839360723,6.40703321537191,6.40801866492971,6.39610216870617
"HIDDEN_30681",6.57002794774432,6.62099404981325,6.62900212154096,6.63124836505032,6.66538244986925,6.67000801810737,6.67150115111185,6.68589823443383,6.62422855685521,6.68055031708203,6.67765165526059,6.64790623380995,6.72582661671091,6.64607956379744,6.69313300137509,6.64029246570422,6.65845479362806,6.67577254315176,6.65438720700137,6.7238622524186,6.65654218424506,6.63720812230313,6.67792278551571,6.66174453309688,6.68283749209302,6.59094586360099,6.68367285562306,6.6541180924418,6.62108158700217,6.64336076373501,6.69683692924736,6.64049895623216,6.62398275994971,6.61847480858477,6.6542473591012,6.65296752343434
"HIDDEN_30716",6.60460522054183,6.58746393330751,6.60098042873614,6.68065952462073,6.74247704392398,6.7113502280849,6.82413321995668,6.67086311794008,6.8174938438139,6.86230323253007,6.68776918958377,6.74538311064187,6.75442812910781,6.67808727173187,6.72953942237868,6.72948146180146,6.67422737885701,6.67696447886408,6.64008571994262,6.70604154284523,6.66447583457738,6.61595406407558,6.68566748706156,6.77955960112248,6.70793419575303,6.68651457995754,6.62292450312598,6.71890811019195,6.66216986332501,6.71729693558359,6.74524294371766,6.75850695633599,6.66419893743848,6.65741416666013,6.69255563633049,6.75189249295573
"HIDDEN_30768",6.36706887005982,6.37768228164088,6.40018511996809,6.4027841245929,6.38655575079071,6.43782090807638,6.48423043394152,6.47492497136891,6.47473361210592,6.49621174385126,6.44466974448802,6.40675647121668,6.38035543609598,6.42748925468267,6.41358214235218,6.436068904604,6.37311898052604,6.41003507772464,6.35037476151275,6.44771620701887,6.40303927835118,6.3977609864507,6.40225670637026,6.45507198324889,6.47672186228408,6.58547623578241,6.41368528354416,6.48568115922044,6.45874812197822,6.46171712275902,6.58602987631669,6.47872281588894,6.44796069698278,6.4504497178957,6.43272733861781,6.46846485747494
"HIDDEN_30831",6.35021150698319,6.36783698871164,6.38051869913641,6.37030070017369,6.52375052755577,6.4031620596986,6.4039467362802,6.40798510675109,6.45691515788931,6.49698244659896,6.41331412664108,6.38055440683614,6.3962660581949,6.38523447053274,6.4119280032898,6.40253846007211,6.36393667900964,6.36969217611195,6.32812053357775,6.40678650441304,6.35723618884084,6.35534352766509,6.37987005925916,6.38676794140509,6.46217983746334,6.39231340756411,6.47375599433154,6.47709225115875,6.41483608662462,6.44714231745545,6.53036741559854,6.47558559785455,6.41088817542866,6.43905714999227,6.42676692325616,6.43112248080083
"HIDDEN_30908",6.29468509045409,6.34269549720948,6.3365667316987,6.4053747563774,6.29499448448188,6.36773683648839,6.39538946539485,6.47809109345375,6.41805368774945,6.40430410597796,6.40120519288524,6.40324024437073,6.3680587498983,6.37492299576754,6.49886811939021,6.42710080104659,6.41667751644374,6.26144830700954,6.37297881092452,6.45027314312468,6.44496941054994,6.32595726513747,6.37839496748643,6.41339578351138,6.45295231338642,6.40161615981347,6.43196954077804,6.50446589633225,6.43519295935453,6.50812917437747,6.56250745239592,6.52520502739776,6.44701141231619,6.40193675269825,6.4306173344518,6.45282608510913
"HIDDEN_30973",6.35095669657909,6.35845904998071,6.41978883675366,6.34703265756684,6.37204045143492,6.45110373918129,6.41539915449592,6.45091772709436,6.39868645496697,6.48783204123938,6.40306856986679,6.33947638025898,6.37676455763369,6.4702846046359,6.4586849368224,6.3740909649712,6.35110742531793,6.47141263995634,6.32328768534663,6.44411787081168,6.43612203026596,6.41787886450191,6.42694754202748,6.43765314070241,6.40171464268108,6.41941577507175,6.39632034432954,6.39624090042322,6.4497378097956,6.46047179861557,6.53059117193617,6.49447006579727,6.46403455757719,6.43830314675184,6.3955894680177,6.42253653194369
"HIDDEN_31015",6.30809599448039,6.3311431045549,6.35742336015033,6.36162616509059,6.35209751751406,6.38619480792308,6.41714275156056,6.39250316717156,6.44950178243009,6.44747962235377,6.39617705154565,6.41133907407909,6.38498757876274,6.39991224871424,6.4142214766296,6.43127818919486,6.43257671365422,6.41522272690862,6.37010871296809,6.39861265770968,6.44495360762043,6.36728198927692,6.45870620215147,6.44657094461892,6.51179403730203,6.41519894125204,6.41725752271677,6.44198456441659,6.47816700069426,6.4764003329537,6.51881474246549,6.5406353989272,6.42558929194458,6.44327298921687,6.44890012129856,6.411504467815
"HIDDEN_31053",6.31070914383753,6.3661539528583,6.36328649557101,6.38137206302313,6.36434757520655,6.4333674280223,6.52996287862931,6.44396781606624,6.39316657133158,6.41586805611872,6.40212611627739,6.38333436664716,6.45708211014768,6.42774210861272,6.55712351631944,6.46238571786227,6.40167413784201,6.3898668357243,6.38280977895459,6.4453267396049,6.47661474960423,6.36328566168076,6.46513174290502,6.44341844969833,6.47205486791335,6.45148820799801,6.42097741744314,6.41769516472867,6.49784517885442,6.48052607734314,6.52735730924445,6.50885980296395,6.44141601404735,6.44450687818496,6.48878142430635,6.49463951823279
"HIDDEN_31388",7.24862315756246,7.25292174370471,7.27065853051725,7.21346960635572,7.23078357262014,7.25116852192059,7.21005562505973,7.23996085509659,7.24593151601068,7.32825945146357,7.24796561885682,7.22226195736187,7.24654314594974,7.14284368712388,7.29536921407725,7.21387403409646,7.18389404598107,7.13898657578482,7.21992974924866,7.14603777555096,7.1662991863115,7.22564396160698,7.22699380514318,7.25934462106029,7.21558562907731,7.27309046062914,7.22005323577283,7.28857290970827,7.27014417259418,7.25658575494817,7.29701799922975,7.21302707655618,7.31116595926694,7.27024324774904,7.2865952224835,7.32952000133643
"HIDDEN_32707",6.34384838330841,6.30916742680126,6.40265742953442,6.33394017436525,6.36759706179813,6.31688820975347,6.36481384599854,6.42190611610743,6.49837970454279,6.44862217398868,6.42125363674141,6.34845141948015,6.43712390567078,6.35382108096131,6.37668535059281,6.45975889807646,6.3012284607867,6.29105039010893,6.26717899064163,6.39535926026084,6.31805171417274,6.35242274534784,6.3798900193593,6.39893259683259,6.47738015733102,6.46363813919711,6.46835406124811,6.47177063388728,6.49191890297795,6.45120149956296,6.53572447111213,6.51386933296877,6.39533572458325,6.39144137022244,6.48906819301802,6.45841660706508
"HIDDEN_32825",7.43843570496545,7.30653924364623,7.24238894003471,7.31557115157026,7.48379740122891,7.4491313022426,7.4557790387442,7.32566112635788,7.39501150022742,7.54121547905439,7.45731230120775,7.46467797876641,7.46007834156969,7.28693712637722,7.31101585380498,7.37292935224164,7.35281685023224,7.32824817420524,7.31360097578187,7.31956873744654,7.30354704657725,7.33044565479629,7.15397334731228,7.38197000352698,7.34366402957794,7.24309612847806,7.31867982987229,7.35163922431128,7.12929731713471,7.11573834891104,7.24731597878901,7.25677852621764,7.3230567431024,7.27451745263686,7.32707273240268,7.43818287877864
"HIDDEN_33114",7.05232988855906,6.98983824982773,6.96606930630511,6.98733674136894,7.07446786143296,7.05043338181161,7.06297686933475,7.03724091125185,7.05962424549533,7.09681938021744,7.06816429672621,7.09378407210147,7.10527845754469,7.02786078308551,6.9995636612504,6.97992352607513,7.01977435519708,6.95787331104831,6.94256032579709,6.93245302432871,6.94982115676724,7.03767619067111,7.02734167527513,7.05501963253546,7.03773143241628,7.03194099379298,7.02468334142845,7.07722710192108,6.93352195563292,7.00747143485895,7.14313247050853,7.00568904251663,7.01325144860304,6.98927230297688,6.99430334219959,7.00730113487287
"HIDDEN_33116",6.70236146733982,6.63915162045622,6.64141406982918,6.6335273205246,6.77151216878159,6.72637319963035,6.64933705423135,6.65453464266352,6.62028398345893,6.70935263256337,6.65297927779722,6.78641596517706,6.71192365665964,6.60791188812465,6.64937852363194,6.65179488565087,6.62597399610725,6.66979979922722,6.61814892052128,6.59973987955467,6.60615876768308,6.60046655783589,6.73899838977967,6.63967331873783,6.70753543087998,6.6065427819662,6.73727087212475,6.6854730137911,6.693976527844,6.62957371411104,6.67695047754691,6.65266371657987,6.68435100782076,6.6668612515272,6.66944846141612,6.72721300945585
"HIDDEN_33163",6.31047190933829,6.31290837315035,6.35620618930721,6.3529603136248,6.29747625224095,6.3844994035933,6.38495174346969,6.38893117783178,6.45526792080773,6.45820805891519,6.3883913617611,6.3815013370419,6.35921844758635,6.32680948672006,6.39639508575678,6.37620314460995,6.31463516116628,6.27946448925393,6.29258696480802,6.35146110534243,6.3234478451689,6.30310117872942,6.35133587134307,6.36469707045386,6.4367284957024,6.36497461441236,6.44826881199509,6.47619581308036,6.46819484607632,6.42286888391404,6.5021346048618,6.44349091531442,6.39671117441915,6.40070816814475,6.37962712333007,6.40814916609309
"HIDDEN_33177",6.35726421030984,6.37326740022233,6.40084350547258,6.42312596083199,6.37345115700581,6.44948859221217,6.42993253327131,6.49864183644385,6.49732366203286,6.49829263941154,6.44296267213909,6.43591491827365,6.4026446804231,6.44533078244637,6.42242061393088,6.42260688171309,6.37226335136843,6.44678006915838,6.36405952355434,6.43600633728121,6.44711559433086,6.43320736185903,6.43157569600584,6.45141379117962,6.48229922047457,6.66712128864633,6.40065592754623,6.48642407670106,6.51948302819771,6.49564160640722,6.59548796663291,6.53876747931873,6.45150354191615,6.47619346682588,6.44747838607498,6.46230054241083
"HIDDEN_33668",6.75666873176026,6.76442449814974,6.77094497449168,6.81806056951054,6.80790931256237,6.75497165130446,6.92938086677994,6.79446041046639,6.8279713281285,6.78450142717752,6.79111226308488,6.85312526032681,6.92593831801063,6.85129543897584,6.81495875285033,6.8440221596297,6.83537963064136,6.83544405989353,6.80729611053357,6.84519889376736,6.84140377412173,6.81909593667196,6.82564914037926,6.84019176402376,6.85712341378592,6.85660302019537,6.88239822024028,6.88712228486331,6.87457607252952,6.91436421573124,6.97174627229508,6.95473587029599,6.81806266325401,6.81487977535265,6.82846256150294,6.83959291447093
"HIDDEN_42444",6.25041353186998,6.24651608502114,6.29300330818497,6.2824155947515,6.24004915264382,6.33538489745259,6.29275004671993,6.3799164680195,6.3691770260544,6.40390080540178,6.30522116709418,6.33688293405023,6.29277721487469,6.32011295978298,6.31882528024696,6.32968489256711,6.26353948759679,6.31950668450758,6.23588177911202,6.32940139762002,6.30435751742286,6.30061280085225,6.30047289378869,6.33965397813576,6.3991802862833,6.33715027465902,6.32528831047915,6.38214126705888,6.34849831647016,6.3858404051328,6.44385094416866,6.41752273891535,6.34253522375178,6.3373100288786,6.3463556582137,6.37967286647581
"HIDDEN_42445",7.26822020376397,7.2231343222027,7.15500623924025,7.16421928228277,7.36015758727594,7.25626128035897,7.22729068142767,7.16132485409707,7.18538913411412,7.24224744904011,7.24377052015762,7.2252203536114,7.23417596712531,7.11771805269701,7.14810466764733,7.19346602569594,7.15886328838498,7.1298720154444,7.12136421398497,7.12751214312175,7.0897331876067,7.1925713460295,7.1543797018984,7.18312869076302,7.13725271376048,7.11712204686841,7.13435992153249,7.17377112683247,7.07224167951087,7.0889379818819,7.19857421974983,7.14344600882429,7.20968176140004,7.18185758341235,7.23110422188323,7.22935210276513
"HIDDEN_42448",6.33650501149662,6.38709988658281,6.36491597499013,6.35875191236765,6.37621246938955,6.41832215727599,6.43179301928393,6.43979508806022,6.42636567368337,6.49167110215518,6.43124904030988,6.38831881883361,6.40379227095813,6.42577871680775,6.42360638260346,6.41988871611241,6.35085260168983,6.40658507022205,6.33743659235056,6.37662479662604,6.4181512332118,6.43673768020958,6.46728330853659,6.46040130491931,6.43632165462937,6.52228144463979,6.37219114309331,6.44727432260347,6.65701427775896,6.46746606477528,6.53685248793848,6.49925448382473,6.42504867081919,6.46190507346455,6.44105996502787,6.4830605231278
"HIDDEN_42449",6.29318169781738,6.32910959914199,6.33016503559036,6.28331640701266,6.29879315837082,6.34036779325339,6.35624884246351,6.42402476061878,6.35927578497949,6.39168484924625,6.36466302079555,6.32554419324007,6.31571626269179,6.35323937979154,6.33609309808597,6.36303452869519,6.26406200192312,6.33894397045186,6.30393954726066,6.38871957527104,6.35679335407084,6.35945954132871,6.34098920946196,6.39914182913787,6.41344634985257,6.60976731578895,6.34018703756959,6.39342408609898,6.60556925160405,6.38113281958952,6.47150826394011,6.42718662700005,6.37853286606784,6.39924815892714,6.33616918524539,6.39436218431009
"HIDDEN_42450",8.50766760754539,8.55256299220148,8.50846487046146,8.56699681646977,8.315042590247,8.33366641525727,8.46793283079602,8.4066607971404,8.43866652103126,8.37971081223266,8.3908898421636,8.38785713180519,8.40990477834742,8.5810829633848,8.43975731553975,8.46837298761898,8.58093016306803,8.722148874429,8.53507663570443,8.61578765860025,8.5517270521169,8.53549734327914,8.50853718700148,8.52921765499942,8.49996365313868,8.59040523237227,8.52521306431979,8.56935310148948,8.50116631023114,8.56187601050964,8.45160299292138,8.54941691387861,8.49827230392961,8.41885272103629,8.42093215877498,8.45718361668892
"HIDDEN_42451",6.30387774521183,6.33484074886926,6.34228809094893,6.4080571205483,6.35226621955693,6.40298453288291,6.38513267721227,6.41669536618575,6.44891957530971,6.46918859978066,6.39737776924479,6.48335410408183,6.39645048628628,6.41884602351124,6.42777274702023,6.42993588143917,6.35598732536283,6.39410935312239,6.32526997146378,6.3507978832361,6.38716523640131,6.3678634278209,6.41602636219902,6.40424045542373,6.43960584193725,6.38185097353137,6.42189151390797,6.46223049903367,6.65186272233195,6.44757488814613,6.54085777925825,6.47469421087709,6.42379258818853,6.39530307780288,6.45989966619284,6.43131626664135
"HIDDEN_42452",6.50834134371627,6.50222808594854,6.50262911311598,6.48288562755994,6.57912436844502,6.54728874876356,6.5885806254012,6.55428208201518,6.54954843553731,6.57525970903303,6.55118004240721,6.6072820105104,6.57891060936446,6.56350486804802,6.56440386731301,6.57230843590413,6.52247447669168,6.57130598574674,6.51957018524086,6.54328923753549,6.53998593056584,6.563056890198,6.6369148039702,6.5511056243085,6.61784131384338,6.56830875509712,6.56721848575642,6.57298424191836,6.6289807258565,6.52816382914451,6.63362230831433,6.6123018500199,6.55989107338635,6.51531180486863,6.56551285121464,6.55505691345742
"HIDDEN_42453",6.35609595944569,6.36766289930171,6.39292388113852,6.4178557500685,6.37268481452977,6.42846800346497,6.49038193470443,6.48458898830049,6.46106921028182,6.47483947032924,6.42177918013177,6.45347395475929,6.40977168538187,6.42871340015011,6.45025589437704,6.43536167176021,6.39528340726495,6.38590642637989,6.36253869048079,6.48920543677629,6.42512010947151,6.37628434241934,6.51375863730407,6.44762658753442,6.51725543580343,6.45136613907341,6.40671433236423,6.52645963365753,6.59991899460553,6.49916645222176,6.57452301713741,6.47531395474752,6.42875883219762,6.44637932555275,6.44296071992015,6.47005487590432
"HIDDEN_42454",6.28832242510248,6.31902157934505,6.34598666854818,6.36719105277473,6.32352296822799,6.36296340343759,6.42222073739192,6.41172886593759,6.44278167383049,6.4646909794279,6.39921945990888,6.39968026112416,6.3418419178407,6.38624517189182,6.40031607259574,6.40165240584807,6.32208413216711,6.30271124142982,6.31411042619333,6.35599266789441,6.36655290294852,6.33620373087528,6.39448155132986,6.38861784582474,6.44014737099213,6.67544355375106,6.38284774374233,6.45981474986796,6.41572542545826,6.43085947781313,6.52839606054554,6.49431169890083,6.39327342411761,6.39114503518148,6.41874952986393,6.43168062778287
"HIDDEN_42456",6.34802002973384,6.33956045890156,6.38848479487669,6.37914462512799,6.40161529773783,6.41451115061489,6.50228599007243,6.4730726482339,6.50051008418844,6.50283608163495,6.42980825877779,6.50921969593833,6.38248551741958,6.46726610444602,6.41833032083765,6.43865123628584,6.45230073523573,6.48193381808121,6.41136469678967,6.46910519570849,6.42676140631336,6.4744067656968,6.46902561548015,6.42975856826132,6.53586823834319,6.42919725670153,6.45656452840303,6.4933200916802,6.46112807922415,6.51964350623185,6.58797884579055,6.54863679882371,6.43484618864908,6.44557153126758,6.45576600478132,6.44613958382664
"HIDDEN_42461",6.97736263014762,6.89995108694394,6.93673351452956,6.92343466889207,7.03773496654427,6.98833109476042,6.92989073898869,6.94008050220176,6.97118050531536,7.00082423420668,6.98942954178459,6.96334679495904,7.04005924177184,6.84351516804891,6.95991810472114,6.95826005706106,6.91808317317569,6.85596318976043,6.91273011321012,6.84944976356726,6.9040034243154,6.85892586204698,6.89414486751243,6.94344579957944,6.94352212353882,6.94536785501205,6.90724712120327,6.98270433611722,6.87144686631459,6.90013290302305,7.02568615769548,6.90764697727114,6.9744442675762,6.96587196589208,6.9691105948665,7.01914482793827
"HIDDEN_42462",8.31351511198162,8.07397206044846,7.89479044372649,8.06492785914864,8.31362874178686,8.29114797828014,8.16377714620719,8.00208155640632,8.0947131269749,8.33833747691832,8.13866366230399,8.26027643503143,8.13032001997366,7.93332253729776,8.08154144160313,8.07170528838301,8.0696262827694,8.08404700455946,8.13522975561748,8.00758121962172,7.99356846939013,7.97275232204777,8.00798396152542,8.11701857674554,7.97349672750593,7.82207601810656,8.07052842589262,8.03668416462556,7.80427589304216,7.78723650305001,7.86424982795131,7.87468913690103,7.95818171057823,8.06030302960885,8.0524626235981,8.22924115547029
"HIDDEN_42464",7.33683108339345,7.34010989052295,7.22263924450894,7.36196149820358,7.41350232034544,7.36098583144812,7.26076215000594,7.2751814927324,7.26767796981871,7.30514734287142,7.18244833568424,7.2603237290046,7.29618487125816,7.19636476611589,7.28742280742603,7.21609771562193,7.31987004091146,7.22045861354351,7.19359040160481,7.14724851650134,7.11893096894336,7.1575509084957,7.25833710559315,7.30952375883973,7.25490275727053,7.18194975050275,7.45482574905972,7.36777590179369,7.28126082505969,7.30028727051873,7.37642965197768,7.29111722977501,7.32275776796199,7.3359989948554,7.32337581296254,7.31443999146263
"HIDDEN_42469",6.37952552453503,6.44718715783118,6.43852872083985,6.43686954202014,6.4173170089548,6.48161253643314,6.44879456144484,6.52003358348494,6.50813565604083,6.47604194959149,6.46791159290961,6.58950215146453,6.44635547525012,6.47776732120765,6.48183143158243,6.47314776147208,6.50563251428026,6.46709312217178,6.48303607067888,6.46053570220115,6.46288337767382,6.43536897379934,6.80813330574763,6.5426520882508,6.49795429570833,6.42893638405293,6.45008861096219,6.46097346636643,6.52195193563606,6.53270789892112,6.54256948639004,6.52716032054892,6.57534829093213,6.49074389098874,6.51653843153513,6.47113712924591
"HIDDEN_42470",6.28476643685957,6.35415957165635,6.42367884898562,6.38726192102047,6.31129545671632,6.44511804814739,6.38706004038732,6.44039792012267,6.38012474062934,6.44610948604945,6.37826134417253,6.42958204181927,6.38321220947514,6.43874047415304,6.4900807921444,6.3650769625222,6.38313633943977,6.45625882651496,6.39545602665639,6.40086724051492,6.49440673189603,6.37068146892827,6.41564327685823,6.43851546879804,6.39490318885988,7.00489897334361,6.34253508386816,6.38954567569689,6.46322134642813,6.46285871516365,6.51187667920163,6.47689666401916,6.47986984235314,6.42100852011325,6.38140846145342,6.41794466555784
"HIDDEN_42471",8.03522815278198,8.06051225405936,7.83541374889363,8.07222958694543,8.10316686963518,8.1014152183292,7.9824975517242,7.94972399028013,7.7610766532066,8.09475613414133,7.93252824644716,8.20038422731994,8.01638240031526,7.74891893074589,7.99845224108284,7.97305257607983,7.96417989440687,7.84214944296369,8.07654478343097,7.83801179719942,7.83463809272224,7.89509877774633,7.92510840276327,8.01629493117711,7.95356096533236,7.86862415506628,8.05788647163666,7.98029279193158,7.86550794220068,7.93329485952144,8.05563895126687,7.80747164291291,7.92825032250957,7.98399241743982,7.97263357878488,8.13721104062608
"HIDDEN_42472",6.58535755423377,6.60631644082225,6.63505257815179,6.66928061874427,6.59055338262685,6.6496765898246,6.7682454690153,6.69849491154496,6.83128529228808,6.77962088281519,6.72208885861804,6.74832475479277,6.75912370915204,6.71609504490513,6.74268649731548,6.71866751608107,6.7358747623215,6.67903878758226,6.61562300862427,6.68403905718215,6.71123817700446,6.62039005220623,6.71080394939562,6.76009128337857,6.78828647451938,6.72538616629581,6.8316961381303,6.87473268017326,6.87643662761949,6.85489398835084,7.04987650689554,6.95940807423629,6.71867592510451,6.71666628784321,6.78393434626273,6.72650956814261
"HIDDEN_42474",6.37717579160761,6.39228647078026,6.38617458918929,6.40803109435204,6.44832659511797,6.42924088048015,6.45130863858472,6.47603071475682,6.4861645587434,6.48089316293394,6.47586353783417,6.49990924746255,6.5054857154682,6.51070534885361,6.48182435541862,6.49480520620607,6.48450366979216,6.45982724845196,6.43375315894804,6.44850600149544,6.45680920813381,6.44287384752456,6.52190172240758,6.50969183222904,6.53032188623344,6.44419295966299,6.48680260981012,6.51661308001099,6.53840644187647,6.49994104084957,6.56872967076273,6.5360551700408,6.47617263104852,6.48041809342952,6.52793571520467,6.5161563590227
"HIDDEN_42479",6.28918264355433,6.33867929071933,6.36118300710228,6.35687654276012,6.3158963541808,6.37048069502631,6.41836094540796,6.4036014453212,6.42759329748109,6.49518413431701,6.37630959956693,6.58217164148896,6.36401955584053,6.40571318419936,6.38182325018461,6.37730980767137,6.35572865207745,6.32452122680478,6.31272255864016,6.36341462873933,6.36307125173527,6.33094608923505,6.344877065964,6.40828804232356,6.43171397872892,6.43391915636579,6.54645526429261,6.41652867242673,6.40046980777769,6.41280645459168,6.5139292476081,6.4427274817109,6.37466552201255,6.41154432275559,6.38776926158768,6.40326781302251
"HIDDEN_42481",6.29472024896437,6.32857379195424,6.352726445379,6.39299915565442,6.33059358251233,6.40068438435603,6.41166801602289,6.45852590036511,6.4264783425914,6.44327434840496,6.40921904826363,6.42085353485481,6.33632959270325,6.41196175675588,6.41196741521137,6.40463333067135,6.42102675625195,6.50750298842127,6.36300227894274,6.48204583495533,6.39894284311626,6.38933905328621,6.58260489369566,6.42732838682687,6.49434843704407,6.35407329571292,6.49831864796443,6.439827359138,6.46974282980598,6.43618231900879,6.53549273663019,6.48270139892768,6.39258663205787,6.40436456527483,6.42231867301915,6.41575780031832
"HIDDEN_42486",8.38730459757022,8.6619825179264,8.2706696563175,8.61409120074254,8.58886600462582,8.67356635327359,8.54699373381414,8.39065851718377,8.31994291882154,8.76255102848898,8.39451776568672,8.66287548967295,8.69364613541856,8.22322463959042,8.57117932815358,8.45541989707305,8.62135111672232,8.41630206572152,8.61429183828333,8.11269829250827,8.22949460569212,8.4253886331553,8.57812478993779,8.62007884928147,8.54923870544643,8.23749380941854,8.94803062805364,8.66281281762693,8.66858137326414,8.67502730672762,8.86348048564679,8.50510635534406,8.30518419852196,8.50664132590074,8.37294336013147,8.78025125205066
