"","1_Exiqon_19715582_S01","1_Exiqon_19715583_S01","1_Exiqon_19715584_S01","1_Exiqon_19715585_S01","1_Exiqon_19715586_S01","1_Exiqon_19715588_S01","1_Exiqon_19715589_S01","1_Exiqon_19715590_S01","1_Exiqon_19715591_S01","1_Exiqon_19715592_S01","1_Exiqon_19715593_S01","1_Exiqon_19715594_S01","1_Exiqon_19715595_S01","1_Exiqon_19715597_S01","1_Exiqon_19715598_S01","1_Exiqon_19715599_S01","1_Exiqon_19715600_S01","1_Exiqon_19715602_S01","1_Exiqon_19715603_S01","1_Exiqon_19715607_S01","1_Exiqon_19715608_S01","1_Exiqon_19715609_S01","1_Exiqon_19715610_S01","1_Exiqon_19715611_S01","1_Exiqon_19715612_S01","1_Exiqon_19715613_S01","1_Exiqon_19715614_S01","1_Exiqon_19715615_S01","1_Exiqon_19715616_S01","1_Exiqon_19715617_S01","1_Exiqon_19715618_S01","1_Exiqon_19715619_S01","1_Exiqon_19715620_S01","1_Exiqon_19715621_S01","1_Exiqon_19715622_S01","1_Exiqon_19715625_S01"
"hsa-miR-3918",6.30313807780919,6.36580149499174,6.3516596773319,6.37179431576735,6.33963612452831,6.39626208757242,6.62175999649337,6.44396953394328,6.44830123348505,6.44529922382924,6.41955843098811,6.52961111122587,6.35152799337721,6.45997092771178,6.42053162157219,6.43124477142836,6.38111278376326,6.51401128312964,6.44736262581876,6.4453780567414,6.43526097014728,6.46663532844961,6.51624919588183,6.45949432220706,6.47633986701125,6.40024311388477,6.45908313628766,6.46465811290396,6.45149068213885,6.50288563010236,6.52307868876519,6.52117159650866,6.42751911947428,6.46503962997024,6.42860901104514,6.45289187153593
"hsa-miR-3919",6.34849017022538,6.3657800123118,6.37931355236144,6.40898779289641,6.35420586433676,6.38165338298835,6.43694056766796,6.49886989161184,6.45098533240097,6.47652881211068,6.43142790532279,6.4044366998361,6.40447243241312,6.32415356109367,6.46822499340733,6.42121669285165,6.3550074525578,6.27820373268614,6.37847990508115,6.33363502246993,6.41251086592538,6.41645606622274,6.44568825976488,6.46831469907226,6.46057841466919,6.55840213526701,6.36621482702839,6.47578205253036,6.49024316303211,6.53559932960597,6.56500963021687,6.53618892914161,6.44035927574169,6.41750569939127,6.42849300207085,6.46237765525604
"hsa-miR-3920",6.35946181743713,6.36453425679457,6.39741052046501,6.41209897309066,6.4106922556578,6.46480883443666,6.49254689046624,6.45031762608606,6.46168934725523,6.48519874157703,6.4479050791385,6.41640571651039,6.40713330806729,6.45361302520259,6.44432594508072,6.43041547427562,6.37983212318225,6.50041107218884,6.39509341539929,6.43554127030265,6.43718446788178,6.46767019702158,6.48278343829448,6.47010765489364,6.4915435985984,6.48311900184775,6.43707014850046,6.48648549905134,6.47878693900434,6.46890419830777,6.56234112985842,6.53947612289324,6.52607302170266,6.47146836147064,6.45942106458042,6.4985542496768
"hsa-miR-3921",6.30696602356933,6.33101786535216,6.35375003927982,6.37598554783333,6.31372353620645,6.37932071393497,6.4084280632369,6.36574803570215,6.36609668501379,6.44272729971258,6.37694438672771,6.35550621993448,6.32419101403705,6.51437214424505,6.37494555781122,6.38312140624918,6.27755524284056,6.49067709665348,6.34462621399018,6.35290036346801,6.38448534594407,6.38859541109191,6.36384945487342,6.39449878740898,6.41880371294627,6.62019857329978,6.34097658095738,6.39686189325235,6.42758644264657,6.41390428894986,6.50701238609777,6.44273045258456,6.4228165121498,6.37888925705818,6.39367686082847,6.39575581485629
"hsa-miR-3922-3p",6.26813094272497,6.27023921450804,6.29555393105202,6.31052142341369,6.26525393726597,6.34335624847478,6.43066037938883,6.35223752067237,6.39331904194191,6.41529523285046,6.34622978547621,6.3152538313871,6.31280069106274,6.3144278483872,6.35809156002925,6.36029520776797,6.33348562357811,6.29969639986636,6.30959370005286,6.37017382203054,6.40499941780853,6.32619251826222,6.36260963902745,6.41356871949677,6.41332610573171,6.67481952456963,6.37560157582102,6.43998479840798,6.39953804283939,6.44113153129066,6.5061627513713,6.49988805979114,6.39623425451439,6.40442092846819,6.39094347491371,6.41472431798602
"hsa-miR-3922-5p",6.27122560257707,6.29363873706154,6.32817156565728,6.27402519740091,6.27940834277117,6.28391091934065,6.30626046452224,6.31977195009379,6.42941663778268,6.38911811836753,6.35777857218288,6.38773773825875,6.3985539405043,6.28642646105944,6.3204560188101,6.31637131952614,6.27633324479787,6.23043807123788,6.23857016919349,6.28732304541149,6.35706861055316,6.24076697892987,6.30340031131231,6.34392176921517,6.45873142503777,6.31529644694519,6.45717203894648,6.43749853775797,6.39812806101669,6.38399138504987,6.54583536383911,6.45112582720763,6.38203954159769,6.36702764321239,6.38416377115523,6.43378305095079
"hsa-miR-3923",6.26407213455097,6.27942370398278,6.37032229405155,6.34692745833789,6.3279988270596,6.35920804953665,6.41619216565742,6.35955990250466,6.38540118717903,6.45164527613306,6.38878079290843,6.40496498259812,6.4398241034177,6.43665941684171,6.45066343430965,6.47138562559469,6.4098364325711,6.46156146194577,6.40194624076182,6.39405333710439,6.43995494825672,6.43678570270403,6.51194654312821,6.53027925934937,6.52602424598838,6.45628371345591,6.39162689048144,6.44726552369164,6.55824861439271,6.44827210854522,6.53974071417467,6.52493560571486,6.42567160011429,6.43789977741805,6.43329245950767,6.4234348058462
"hsa-miR-3924",6.80791360201777,6.76641212874046,6.77609186867685,6.74120638973143,6.89135319679297,6.80646001717538,6.79026225148902,6.78097608894616,6.76348844469302,6.80526896003033,6.77159872989717,6.83435987190815,6.79939005691271,6.68454049466666,6.73020265816492,6.73814874516562,6.71290668322952,6.68873049972165,6.69535568547939,6.69626586732891,6.69123610584447,6.684888342536,6.71813125997722,6.71090205798232,6.75027859110819,6.69272925545859,6.8890345785657,6.74177568714889,6.79386635493911,6.64035607099848,6.71525758738359,6.67264453700207,6.73908616564058,6.71159455116955,6.74215598361391,6.75163952275538
"hsa-miR-3925-3p",6.33593164211423,6.3403520305946,6.40054114486447,6.39378082733066,6.3856087292058,6.43629063830247,6.40663488610702,6.44645521822595,6.44625870259427,6.48750877860319,6.39048448521029,6.40184007659962,6.47076175985257,6.41400143994516,6.43188588125108,6.44784976552664,6.40735910174483,6.37778521286426,6.38852980568294,6.32812804488936,6.44547983965574,6.35366085592966,6.40825828909526,6.4506113099841,6.46964925828479,6.52787914881461,6.48796918428873,6.43954774965071,6.44898638366288,6.50302221570652,6.60340485342733,6.49161127843506,6.44452404814182,6.39560398650984,6.47830461984127,6.46731727428943
"hsa-miR-3925-5p",6.32068914928871,6.36002811008607,6.35961550495169,6.42409553727316,6.37256772484597,6.47826163597339,6.45484726960421,6.49914818954183,6.45159447967537,6.42681087067914,6.40291805097786,6.57246494355077,6.38658892773917,6.55891088129888,6.44334624935146,6.44041543779268,6.41506108881248,6.5462305905041,6.39310723394926,6.39722559133379,6.43498134487547,6.4897813029642,6.51632315399812,6.44540268961086,6.49873637654129,6.41298869171779,6.42716620905246,6.43453530400516,6.46361086684704,6.5253752475224,6.51645190928734,6.52999314729345,6.43631216101184,6.42803298841026,6.48169369755198,6.45357278190115
"hsa-miR-3926",6.45555616361065,6.4667170501058,6.48794020980482,6.48707052904877,6.54508746517754,6.5605892161511,6.55722623099474,6.56273070377997,6.5578323773625,6.57088922413422,6.52325781133067,6.52239047785676,6.48430578920261,6.5207986019814,6.52029481919779,6.51891089884417,6.4660929231665,6.57316730820459,6.48395185618681,6.4989864084707,6.49043092554626,6.52716903430512,6.54459435160103,6.51646452157468,6.52414011349814,6.61057427166367,6.47046072002854,6.52524429153661,6.57233613013679,6.55117653555506,6.60959146475418,6.54905183118268,6.50902001706183,6.51443044948351,6.50467130747483,6.53569840440352
"hsa-miR-3927-3p",6.29306167969607,6.33051302625269,6.33510323374349,6.32759602208797,6.3374704242332,6.40658401962891,6.39780597062698,6.44338374281204,6.43929254626186,6.45546946649798,6.40861033922337,6.5126184691099,6.34333798151574,6.43730752267245,6.3856674493113,6.36544939503114,6.34023847069083,6.36120003633097,6.37029073105263,6.42922964316317,6.42484892699121,6.38642280846456,6.4998302381699,6.37242970698042,6.45019683427469,6.36518016128578,6.45336081604592,6.4197601563887,6.51962993869198,6.46467504194775,6.4853162661892,6.48205996097148,6.43142178319069,6.389365442809,6.41550562319233,6.42093805835998
"hsa-miR-3928",6.28523809400825,6.39405477328771,6.42335607578255,6.4263318810542,6.35389828454054,6.44186118593622,6.44463500710933,6.45459466162368,6.43705149587199,6.40816261131597,6.40501145397109,6.42636794763971,6.36551152038122,6.42067445117365,6.4367437923272,6.42322183695394,6.37478086314561,6.35797067192691,6.35191368333968,6.39718302110964,6.47317936976804,6.392278328914,6.43235268966378,6.41496620225865,6.42277241023408,7.07499254399397,6.4040140751337,6.43057460776347,6.47924218017197,6.52513114613149,6.5597129751118,6.51744850847319,6.45251810776508,6.49039392755509,6.43163069127443,6.38972757763507
"hsa-miR-3929",6.34441861703128,6.36503102398418,6.35478502709495,6.37224781764467,6.39816412120568,6.39721628888753,6.3795824204402,6.4336263888707,6.4291455656655,6.45551583259954,6.39135634663034,6.35946368395544,6.45057081743138,6.52563190693685,6.50166956707403,6.42045872070677,6.38906385271912,6.34944617632297,6.41082448319979,6.38916811549327,6.46000650811617,6.40406544093983,6.46516382505309,6.460437333061,6.4597264644001,6.45518996707237,6.36006255092081,6.44766660308643,6.47894203973408,6.50209028615777,6.50206643630639,6.50349468942599,6.4756195873361,6.42761427511728,6.44061491731973,6.47212879874192
"hsa-miR-3934-5p",6.33007759659028,6.3797134610152,6.37375285223793,6.38617327371676,6.387052359943,6.42910476757711,6.4570416312839,6.46613895028529,6.46622478816564,6.44853966527331,6.41211117546047,6.42806068443594,6.3836321406343,6.47567671129601,6.44024767300697,6.42943092804841,6.37083805763657,6.44555567712779,6.37304641152082,6.50920885888489,6.42122294696532,6.45495346485692,6.46312393907184,6.45527359786611,6.56130607497726,6.43731969778701,6.40826461117479,6.49992538562015,6.43525753049667,6.46404664561748,6.56460667777221,6.53062744871656,6.43652268325828,6.49228901405851,6.46464956331762,6.45485934095391
"hsa-miR-3935",7.26482378757643,7.17692933137007,7.16202253209972,7.1631979707706,7.29575162303933,7.23645125736375,7.22641356595221,7.12450130245383,7.08726592862137,7.15002870644163,7.16100583580179,7.16470364154228,7.17370793208922,7.05008799810174,7.12810482371211,7.10148420614253,7.08505113471683,7.06971498642772,7.08657208453796,7.08775273072291,7.03756838500167,7.10795636428215,7.10138503303084,7.07613761497322,7.08280344512264,7.05070418000766,7.06556402635714,7.12982126549096,7.06993292335322,7.0652927083191,7.15673310422175,7.10077704362567,7.12729794998855,7.15563683101636,7.15978109621128,7.21335217838472
"hsa-miR-3936",6.36519636343805,6.36343117904543,6.39856716828931,6.39672754700424,6.37348673670929,6.44982290540376,6.43891198137528,6.46677353442475,6.45015832178153,6.46501764208999,6.38790919654323,6.4151253321802,6.42100352536754,6.49183476144425,6.4172092802635,6.39205200266561,6.36835676485408,6.51197501547524,6.4192499454971,6.47886198017211,6.47466985679748,6.46321414162576,6.4858720753844,6.48114769728701,6.46616279710838,6.47110896283283,6.39459977923558,6.48885398534447,6.49674128741671,6.5566159132021,6.56862104517019,6.50874862490638,6.49190572898124,6.49277595902237,6.40524566247271,6.42873690936125
"hsa-miR-3937",6.27728798523822,6.29080167400507,6.33681630208319,6.33135915685067,6.44155920482239,6.42075034056638,6.41463427221083,6.43514725713546,6.42018092317594,6.51750016257827,6.39391243349164,6.36280574395666,6.37383716890544,6.39463334508631,6.43140770323004,6.37603940380987,6.32635857653657,6.43530534753182,6.31820471010606,6.43289663564062,6.40373534483293,6.35911566574375,6.39213356308477,6.42608186508516,6.44605902473656,6.38153005234478,6.42876136568254,6.40992085418136,6.4086426715321,6.45789783390673,6.52593834463898,6.45659066177276,6.41278892360171,6.42194278973745,6.42709304712161,6.41538147987948
"hsa-miR-3938",6.43197949132773,6.46041682972512,6.47487794280432,6.4643276831733,6.48213674396546,6.5123795754206,6.53411475565824,6.54012074849945,6.53036584648922,6.70283781224594,6.52021992418468,6.5328957375302,6.51323385095315,6.56519892743499,6.53179351531405,6.53243683662723,6.49772231674487,6.49315026317136,6.4767046993266,6.48141027896865,6.48472642109774,6.46824854385732,6.49921921121099,6.54770854287393,6.54934053743566,6.48333323268713,6.49725901925606,6.54035568882487,6.51713754172256,6.52843128863244,6.58364189601534,6.54795078566395,6.54712122859446,6.49677162447497,6.50958276432491,6.54109429906882
"hsa-miR-3939",6.3274645622231,6.36000337536489,6.36090807746714,6.37188167682457,6.34399184359868,6.46300985179113,6.40800852812521,6.45961343943526,6.43156311959057,6.43952479999459,6.37889034926413,6.34782150021016,6.40166392992768,6.36584182200186,6.38701378811987,6.41675198452294,6.36263120996596,6.38353549706614,6.36295239462104,6.43540761753555,6.50136391123852,6.44915663481817,6.39769159134039,6.41594993192909,6.42813591915606,6.53639053945767,6.36749091407862,6.40379518273136,6.43845257185763,6.48624366469782,6.46682564093718,6.43124188398165,6.40795678351906,6.40206325131658,6.40048016014379,6.42207896557623
"hsa-miR-3940-3p",6.35689509459349,6.37306510444921,6.37555263789923,6.40956477303454,6.38174511875707,6.43207908135724,6.39440639218246,6.45613312106495,6.44457623593063,6.47439636540774,6.39954551292701,6.38883380873644,6.40053206053114,6.39807384968354,6.40698084337606,6.42905857478583,6.37070850631727,6.34281104651871,6.35882223932945,6.35292946784753,6.41554913384474,6.37145048002152,6.38511613101269,6.45185626730607,6.46731685053087,6.42963166401338,6.38247279646887,6.45911486835415,6.42246621641836,6.48088318069886,6.56455864715529,6.51460051525001,6.46101901563834,6.47856534296678,6.4359624169244,6.46679424380137
"hsa-miR-3940-5p",10.7775420398921,10.8379175525583,10.569875645778,10.7636414936184,11.1157309351499,10.9003541973151,10.7090563514074,10.5692285791533,10.6724210365913,10.9125534315929,10.7636031409501,10.747020896722,10.9434552646032,10.4617185944231,10.8172116184242,10.6920023621072,10.940806133625,10.5822906437625,10.8027162955333,10.4522113952782,10.4058771679801,10.628990700435,10.6605333754377,10.7045570832203,10.5732446226536,10.3987905529191,10.8277518130434,10.6238470169861,10.5494158085367,10.575600676161,10.6782838724797,10.4796568194777,10.5431540736569,10.7237634860408,10.6828813092176,10.9863362525757
"hsa-miR-3941",7.97717285251013,7.93913271808467,7.7458877222701,7.88651274771375,7.96856922238645,7.92553429546933,7.88515026749351,7.85837609732685,7.8454667456023,7.91930851571904,7.98262129842597,8.02751845392513,8.05722740880987,8.00436612084038,7.92690315642037,7.95334587109286,7.97390568701273,8.0124702711194,7.95474571068659,7.95808882013994,7.96756936379169,8.00333116046683,7.98540176390721,8.00027933201921,7.93905911694974,7.8227237013437,7.82822733318522,7.99929455885345,7.90758162746704,7.97007104575636,7.9367770386577,8.01185386749863,7.99835114609973,8.00295169497153,8.10578383293555,8.04294719130397
"hsa-miR-3942-3p",6.25454869177478,6.24607750994801,6.38089431692681,6.26055613066449,6.23756051874465,6.28039333807286,6.35207134578429,6.31521129605955,6.39256411248768,6.41253503992292,6.36103859124858,6.33260390821088,6.27489333890504,6.24078157607175,6.32523790514843,6.38357705535544,6.23847773584812,6.24260969334669,6.19993514621496,6.27676374278148,6.28420064521693,6.25020990085405,6.31726720247998,6.29766611186586,6.39285429604177,6.3183780923725,6.48672228599367,6.3780960399006,6.32417090273804,6.35946472306559,6.42473472494095,6.41707783026693,6.33221387903303,6.37543023611138,6.35511850386742,6.46082979606983
"hsa-miR-3942-5p",6.29584398543415,6.3175986431789,6.3776055756147,6.34833512508202,6.31806011798951,6.43276368736401,6.34509217820701,6.42884598391889,6.3839558753642,6.41504641895964,6.36554409715769,6.38381527352567,6.37393823631571,6.43805332994169,6.39056451135572,6.37867285022276,6.3787011244086,6.2699110925933,6.35931172050165,6.44327775071895,6.43079953943395,6.34060676947429,6.38938716592708,6.37355226598933,6.4073593865934,6.36655245811282,6.36978240501653,6.37699563682332,6.42075149819783,6.40964086053797,6.46489518516763,6.47195786938711,6.45360724814242,6.36574132236373,6.41541697107625,6.3977977594954
"hsa-miR-3943",6.56193684992324,6.56241740103358,6.6341685506457,6.58910189311639,6.59806723510944,6.59900500149225,6.60947927391018,6.59504729359927,6.61080011366805,6.62565499277079,6.57169264881361,6.5810487189003,6.56173737973029,6.5652493469511,6.63147785883011,6.59501789754272,6.53836065018857,6.5192887971468,6.51619635413154,6.56100149832816,6.56649906581999,6.53252564641738,6.56346467892753,6.61754795338136,6.65838095901829,6.6344462582228,6.54984109109548,6.61859184371324,6.64320390204149,6.66231243782643,6.75358409362836,6.6965742661624,6.60057969804815,6.57387946143795,6.61984677421923,6.5928026615647
"hsa-miR-3944-3p",6.34500533671946,6.37109634829262,6.41034680674191,6.40785680879617,6.40422729623006,6.44535023897458,6.42829234227393,6.47267250763073,6.486995084449,6.49141278908479,6.45234564152078,6.41123972445062,6.42715856021302,6.43523206987864,6.44832405327741,6.45982294332194,6.37964350337188,6.39641310727839,6.38851119619366,6.44137113478938,6.43615344295765,6.37549388908878,6.43357999093091,6.45248961527425,6.50862612200767,6.59617440976263,6.41529026785991,6.49108938251744,6.45849892538454,6.48442446856165,6.56534661774749,6.52109699632951,6.44688147071162,6.45422218624127,6.46172608482776,6.45944052876964
"hsa-miR-3944-5p",6.37601208521743,6.39061102254325,6.43133904930786,6.42170350377734,6.40941062563788,6.39795956064796,6.51954667940202,6.49799040810546,6.43643116506784,6.48273509787456,6.44071468508008,6.39671612578673,6.42338429311636,6.38039924118768,6.40095039644041,6.42195636980584,6.40746526494816,6.33861308886818,6.3269837745559,6.36387860274193,6.41852199848041,6.44266232265572,6.45011002841471,6.41642420589099,6.48479605962552,6.41385308338929,6.52811869640682,6.50464685207239,6.51869528061186,6.45576136369381,6.60176131099139,6.48146271230942,6.43681984708449,6.44602384409051,6.44509933991691,6.48753441120925
"hsa-miR-3945",6.30954753552416,6.36103815166115,6.35714738252802,6.41255550441833,6.36639324323956,6.42835197731415,6.45068926652809,6.47048665895199,6.43338415769922,6.47996240789643,6.41757297835819,6.53296008191651,6.38574178165063,6.45430861618332,6.45563352577065,6.42154251785188,6.40591956942518,6.58516309654661,6.38716919671638,6.46057652379751,6.44129255184289,6.43458602419212,6.54457959439469,6.54885666203126,6.50525504799895,6.40909957869337,6.44969966856584,6.45677303640669,6.47677608973216,6.53838713028573,6.56006748120447,6.52873924655219,6.44264949257536,6.47203465908275,6.46364995213861,6.43305648593144
"hsa-miR-3960",14.0916254175606,14.1685858997397,13.6110970934477,14.1428070117971,14.1976256225034,14.2531117367419,14.0268721416879,13.8770745974215,13.8804260396673,14.2644774168901,13.8910088457808,14.2293620108165,14.3450378925023,13.9049317231909,14.3160984404927,14.0800889121192,14.2937113111108,14.0215178800269,14.1762385200214,13.7676358979116,13.8066609561948,13.8879808224285,14.1794223703354,14.2353145322569,14.0837688906327,13.9106129472269,14.4516945214797,14.163647805736,14.3026052698006,14.3042988112608,14.3171146497904,14.1553626122686,13.9807936769789,14.2281364884932,14.0495527275097,14.3360736659685
"hsa-miR-3972",6.36591155303406,6.40781297214051,6.43936434842739,6.45679178257705,6.40086548605363,6.50549572834313,6.47566187429043,6.46066783311121,6.43355017858449,6.47452885850944,6.40078566064128,6.39783370385185,6.42828324991964,6.44489898124325,6.48638327531192,6.43404879515369,6.41883379773953,6.41658274884402,6.41999793537135,6.47394802228382,6.44710732648713,6.48640227159167,6.48794864488324,6.47842035546597,6.44185460675732,6.48538014547506,6.44933446631029,6.4507110920351,6.44000763823367,6.50421348288344,6.53978486341514,6.49414171345104,6.48656387281178,6.46408472397181,6.45426252512777,6.47285813697258
"hsa-miR-3973",6.27692433042995,6.23398011471961,6.27985066113393,6.29722169183158,6.26755285038148,6.31345166145921,6.30526062713964,6.34894972906241,6.42432587359811,6.45784310205503,6.35275729048842,6.3633046685854,6.3063524161847,6.40563131326433,6.34048117234352,6.33630514052353,6.29000783463464,6.32225145581922,6.26849156824316,6.30327987683825,6.29734967063997,6.33034561129719,6.40410185552079,6.35737346364613,6.50883082900202,6.34933106051295,6.39789710620157,6.45213029138748,6.35134844316097,6.4059270948328,6.50420157467532,6.43728574658481,6.35856157829378,6.3541975128456,6.43696921737446,6.42510185553825
"hsa-miR-3974",6.3186546692651,6.35276490747357,6.34111563600131,6.4191408415305,6.34435589014574,6.43469259906187,6.43487058750928,6.41828036450405,6.44773919218924,6.44249467762565,6.41592531391983,6.48101992085846,6.36516595775078,6.31950878930265,6.33488465121285,6.41230795446294,6.39362586947473,6.42040106570987,6.24266176413703,6.30828239637682,6.37631686385651,6.29741048700937,6.52071042659623,6.40470433728967,6.46257143164394,6.4670124289718,6.43720316395033,6.44897794126641,6.50889373294891,6.421791581253,6.54296625670696,6.50504299938086,6.46621445781267,6.40894659067916,6.48505399620035,6.43594281477256
"hsa-miR-3975",6.30855606021468,6.3309393840657,6.34339423236472,6.40682193371021,6.3473301953948,6.4352806133813,6.5102469615176,6.47360883822429,6.44294025087242,6.43061959695456,6.40120524470293,6.42169122330399,6.46661343071652,6.38725698673332,6.40381393586287,6.45068369219103,6.38479624496488,6.3782001699299,6.34337842103718,6.38152828907484,6.46551679221274,6.36385388370606,6.49656335937649,6.45180657935818,6.45474006898641,6.40077074020154,6.47789273897631,6.43778547499603,6.51296790270802,6.47190666488599,6.54114666541286,6.48277479448751,6.42016504412995,6.44670614019009,6.50553281448484,6.4713478462381
"hsa-miR-3976",9.15763604574261,8.89267309695712,8.70329210859361,8.77639770883504,9.17744553062339,8.91756123538099,8.71085160141888,8.59892873105469,8.71444286032493,8.98767797119259,8.77861782597004,8.75975837996506,8.89953370766504,8.54219318285291,8.74984311647002,8.75319646000732,8.7518634773651,8.63709414509683,8.7854126470278,8.59977732945206,8.52871772219451,8.62979156807368,8.66615342673558,8.69304577341055,8.72504371753755,8.49316660421098,8.89457455034275,8.67046485959722,8.567863120876,8.56283174918963,8.60749879154197,8.54444639839975,8.67877566154106,8.72462071592288,8.84617407692589,8.91246881937373
"hsa-miR-3977",6.30184881098942,6.28613758939805,6.39000514576342,6.31012490679355,6.27778002806717,6.32659238789495,6.36549405340647,6.39925639705873,6.39231218995147,6.42968607041419,6.38095227784106,6.3358597637814,6.38862068936885,6.3946191469536,6.39083986308135,6.39349508008614,6.35993752353245,6.34127844403652,6.30934189643153,6.37454760580975,6.37586370806993,6.33205429402055,6.35678384829234,6.3716179338659,6.43492811079577,6.56504572599916,6.3975257139741,6.4570813660165,6.40914952586239,6.40161441169745,6.54245990106663,6.424489948279,6.37847394277579,6.41432914893884,6.46470157010405,6.45189176719131
"hsa-miR-3978",6.22374294416555,6.20158057989818,6.28351989488334,6.2271865977689,6.28059858961746,6.26244896550516,6.3018477739187,6.3066974475655,6.44627222469969,6.44382893256126,6.35704037407738,6.23894542346047,6.28485110599161,6.29804486215057,6.28242532773581,6.4001805465608,6.25747832290917,6.26272823923516,6.22608885701856,6.26879405583615,6.26582278058657,6.25650851748366,6.25344296659962,6.32847269888216,6.39710768574914,6.34394934231601,6.33263878184632,6.43205488923467,6.27923386760444,6.32291942098013,6.52514312858323,6.36521138707103,6.32655679968826,6.36458313593231,6.33717337094161,6.40063629943043
"hsa-miR-409-3p",6.33684667010332,6.36976574959255,6.3825334568035,6.37764055007667,6.39968780008628,6.4299516861082,6.4568906322955,6.45672091625874,6.43958578134679,6.44123623944286,6.41558182365225,6.38432970413437,6.39255191646218,6.45162864654421,6.41191310320271,6.41864406391222,6.36407098278113,6.39401789901141,6.34642897923007,6.46077915354115,6.39599114783884,6.35730941914196,6.40699448204652,6.43289381319335,6.46927720901851,6.61528254540106,6.39477800247791,6.4429082729325,6.44795511508492,6.50646293300721,6.52024543569451,6.50391770931147,6.45913710000691,6.41002112225287,6.45540876016048,6.47151785140661
"hsa-miR-409-5p",6.33244160056964,6.35069003247575,6.38858930900042,6.38723525414526,6.36718393736995,6.42492467758606,6.41958964628659,6.45699530921033,6.43710135283111,6.44672426853875,6.42209290999145,6.41442025629524,6.43323860753321,6.46892786231742,6.47794296629194,6.42524218133103,6.44581376379977,6.46130003038054,6.37325183917931,6.49145835714755,6.45680112949661,6.40370855602569,6.46237751377811,6.44841446852531,6.45693190149919,6.46128440496229,6.37842775122316,6.491070996725,6.46271600905982,6.46353693328504,6.52774250250384,6.51940313434795,6.45451633468426,6.46229614392554,6.47093452037863,6.48324322956024
"hsa-miR-410",6.33620073081836,6.40276640925395,6.37435900337401,6.38789153813011,6.38209119034398,6.44620492307267,6.44610522405999,6.44136526502941,6.45399400330132,6.46763616061022,6.40665028253727,6.46665818790689,6.4079652549833,6.43771705523903,6.4765606237928,6.43558461101897,6.39539984593939,6.46249026533096,6.38568869592763,6.43956492997444,6.42012484885046,6.45225371306515,6.49726230688167,6.46251253682764,6.49643447716612,6.45574263620792,6.44375802063152,6.472819321222,6.62879971730418,6.47409936311181,6.55478855076614,6.55371142019861,6.4467588061466,6.45205632330559,6.4642935643506,6.45330352981453
"hsa-miR-411-3p",6.31284972146716,6.36011631694762,6.35888303731157,6.39766280812978,6.4203668773863,6.43722258633151,6.48895087242585,6.44950448635369,6.42335868453388,6.48293196856348,6.40079066153881,6.44263826660371,6.4247503519533,6.45966252707729,6.46626862678244,6.47279369245632,6.42633432955775,6.48267899977218,6.43074687987791,6.47656106276964,6.45320951921353,6.41806425966515,6.50571136102942,6.51797464696962,6.46790064272628,6.42356818410429,6.46846257794615,6.47061799319514,6.54031654561851,6.52240933574518,6.57076811380522,6.5920558678114,6.52184968682817,6.45115638925606,6.4515123754757,6.49037300407169
"hsa-miR-411-5p",6.4493218493471,6.47341887293885,6.48159224218503,6.47376208696882,6.48105667310967,6.49837162700406,6.54877417730179,6.54088217804786,6.51715066925913,6.5155672217801,6.50613400361009,6.52896948329841,6.48805213076931,6.55435132096336,6.59408697920286,6.55368635789046,6.54365879105463,6.51566553077312,6.49932694737988,6.57377830213827,6.54866613046709,6.53108532369771,6.53973941463681,6.59836615565447,6.59819798604051,6.57556634826093,6.50531356489618,6.52186970641394,6.59214832241973,6.65186130127134,6.64872452655543,6.62954239749091,6.56551272081861,6.52881060480802,6.56799462663727,6.5721415637861
"hsa-miR-412",6.30429853494698,6.31711060566934,6.39751898073973,6.39637789431933,6.37549782086455,6.43673663455548,6.48397670382404,6.42984901894303,6.42549583854368,6.47521548543943,6.4116063618253,6.54716906504219,6.40672323447298,6.47215362210147,6.4733748518801,6.44271511631706,6.36406029807402,6.43724360956398,6.39759388088717,6.40295372399592,6.41289333884127,6.43518266916779,6.55535058868267,6.39580514768277,6.51040037120314,6.39331207941995,6.44194565041484,6.47720636306073,6.47105813947242,6.46539256249873,6.54251306640545,6.55018993100316,6.41491376283664,6.46668601876938,6.4522834691903,6.4296596775799
"hsa-miR-421",6.37189178217621,6.38500690776136,6.35956928857975,6.41542321507818,6.39964020193389,6.48211183720263,6.48411888345287,6.45416841356432,6.48156721406993,6.44160411646689,6.44731015816213,6.51467624440437,6.43938009750791,6.49528260191169,6.48496530568046,6.43877314272445,6.45907668950088,6.37014030710376,6.38319660288659,6.48809572673219,6.43683785365673,6.45306264143448,6.50901274795178,6.563330676446,6.48056475091509,6.40829245722131,6.43615013153688,6.48567484728092,6.48612868003774,6.51984014147647,6.58227177562815,6.57175962103979,6.44341466828383,6.49723497190248,6.50243435242223,6.45850074154096
